state/union_territory,city/town/village,year,so2,no2,pm10,pm2.5
Bihar,Saharsa,2023,16.0,7.0,183.0,89.0
Bihar,Samastipur,2023,14.0,18.0,184.0,82.0
Bihar,Sasaram,2023,18.0,26.0,99.0,57.0
Bihar,Siwan,2023,13.0,47.0,176.0,88.0
Chandigarh (UT),Chandigarh,2023,6.0,25.0,113.0,58.0
Chattisgarh,Bilaspur,2023,10.0,10.0,71.0,31.0
Chattisgarh,Chhal,2023,15.0,16.0,64.0,28.0
Chattisgarh,Durg Bhillainagar,2023,11.0,14.0,66.0,31.0
Chattisgarh,Korba,2023,8.0,26.0,65.0,31.0
Chattisgarh,Kunjemura,2023,9.0,32.0,96.0,19.0
Chattisgarh,Milupara,2023,9.0,19.0,50.0,22.0
Chattisgarh,Raipur,2023,9.0,33.0,77.0,31.0
Chattisgarh,Tumidh,2023,9.0,21.0,88.0,35.0
Delhi (UT),Delhi,2023,8.0,38.0,205.0,105.0
Goa,Mapusa,2023,3.0,12.0,62.0,27.0
Goa,Panaji,2023,3.0,13.0,71.0,21.0
Gujarat,Ahmedabad,2023,12.0,18.0,100.0,39.0
Gujarat,Ankleshwar,2023,31.0,30.0,91.0,47.0
Gujarat,Gandhinagar,2023,7.0,8.0,87.0,48.0
Gujarat,Rajkot,2023,14.0,19.0,94.0,25.0
Gujarat,Surat,2023,16.0,14.0,121.0,50.0
Gujarat,Vadodara,2023,14.0,19.0,96.0,26.0
Gujarat,Vapi,2023,25.0,24.0,105.0,60.0
Haryana,Ambala,2023,10.0,23.0,81.0,42.0
Haryana,Bahadurgarh,2023,9.0,28.0,149.0,76.0
Haryana,Ballabgarh,2023,11.0,8.0,137.0,65.0
Haryana,Bhiwani,2023,11.0,21.0,126.0,67.0
Haryana,Charkhi Dadri,2023,9.0,14.0,135.0,77.0
Haryana,Dharuhera,2023,7.0,32.0,185.0,80.0
Haryana,Faridabad,2023,15.0,19.0,196.0,86.0
Haryana,Gurgaon,2023,12.0,25.0,176.0,90.0
Haryana,Hissar,2023,14.0,22.0,136.0,66.0
Haryana,Jind,2023,8.0,34.0,103.0,65.0
Haryana,Karnal,2023,22.0,8.0,92.0,50.0
Haryana,Kurukshetra,2023,10.0,21.0,110.0,63.0
Haryana,Mandikhera,2023,19.0,15.0,101.0,22.0
Haryana,Manesar,2023,10.0,20.0,138.0,77.0
Haryana,Narnaul,2023,13.0,25.0,129.0,62.0
Haryana,Palwal,2023,9.0,15.0,89.0,30.0
Haryana,Panipat,2023,11.0,24.0,132.0,42.0
Haryana,Sirsa,2023,13.0,25.0,106.0,43.0
Haryana,Sonipat,2023,17.0,31.0,178.0,64.0
Haryana,Yamuna Nagar,2023,16.0,13.0,129.0,62.0
Himachal Pradesh,Baddi,2023,24.0,18.0,119.0,53.0
Himachal Pradesh,Damtal,2023,2.0,5.0,53.0,23.0
Himachal Pradesh,Dharamshala,2023,2.0,5.0,43.0,22.0
Himachal Pradesh,Kala Amb,2023,4.0,12.0,95.0,49.0
Himachal Pradesh,Manali,2023,2.0,7.0,37.0,12.0
Himachal Pradesh,Nalagarh,2023,2.0,12.0,64.0,25.0
Himachal Pradesh,Parwanoo,2023,2.0,5.0,41.0,11.0
Himachal Pradesh,Poanta Sahib,2023,4.0,12.0,89.0,38.0
Himachal Pradesh,Shimla,2023,2.0,7.0,34.0,14.0
Himachal Pradesh,Sunder Nagar,2023,2.0,5.0,43.0,22.0
Himachal Pradesh,Una,2023,2.0,6.0,65.0,25.0
Himachal Pradesh,Vashisht,2023,2.0,5.0,42.0,23.0
Jammu & Kashmir (UT),Jammu,2023,3.0,16.0,108.0,23.0
Jammu & Kashmir (UT),Srinagar (K),2023,11.0,14.0,90.0,30.0
Jharkhand,Dhanbad,2023,25.0,62.0,148.0,68.0
Jharkhand,Jamshedpur,2023,34.0,43.0,127.0,86.5
Jharkhand,Jorapokhar,2023,23.0,12.0,154.0,86.5
Jharkhand,Ranchi,2023,17.0,35.0,107.0,86.5
Karnataka,Bagalkote,2023,12.0,11.0,47.0,23.0
Karnataka,Bangalore,2023,6.0,21.0,68.0,33.0
Karnataka,Belgaum,2023,15.0,18.0,74.0,28.0
Karnataka,Bidar,2023,17.0,7.0,58.0,26.5
Karnataka,Bijapur / Vijayapura,2023,4.0,16.0,47.0,20.0
Karnataka,Chamarajanagar,2023,3.0,19.0,43.0,18.0
Karnataka,Chikkaballapur,2023,14.0,17.0,64.0,31.0
Karnataka,Chikkamagaluru,2023,4.0,12.0,46.0,18.0
Karnataka,Devanagere,2023,4.0,8.0,72.0,28.0
Karnataka,Gadag,2023,24.0,6.0,54.0,21.0
Karnataka,Gulbarga / Kalaburgi,2023,11.0,11.0,63.0,29.0
Karnataka,Hassan,2023,17.0,13.0,66.0,27.0
Karnataka,Haveri,2023,12.0,17.0,62.0,30.0
Karnataka,Hubli Dharwad,2023,5.0,12.0,82.0,28.0
Karnataka,Kolar,2023,61.0,13.0,82.0,28.0
Karnataka,Koppal,2023,20.0,11.0,49.0,19.0
Karnataka,Madikeri,2023,8.0,4.0,33.0,19.0
Karnataka,Mandya,2023,2.0,14.0,40.0,26.5
Karnataka,Mangalore,2023,16.0,15.0,76.0,33.0
Karnataka,Mysore,2023,4.0,17.0,51.0,22.0
Karnataka,Raichur,2023,34.0,18.0,84.0,19.0
Karnataka,Ramanagara,2023,21.0,22.0,57.0,27.0
Karnataka,Shimaga / Shivamogga,2023,4.0,12.0,44.0,20.0
Karnataka,Tumkuru,2023,6.0,20.0,103.0,37.0
Karnataka,Udupi,2023,26.0,12.0,31.0,26.5
Karnataka,Yadgir,2023,14.0,10.0,61.0,32.0
Kerala,Alappuzha,2023,2.0,5.0,44.0,29.0
Kerala,Eloor,2023,5.0,11.0,64.0,29.0
Kerala,Kannur,2023,7.0,12.0,68.0,35.0
Kerala,Kochi,2023,16.0,9.0,75.0,34.0
Kerala,Kollam,2023,6.0,11.0,73.0,34.0
Kerala,Kottayam,2023,2.0,5.0,51.0,29.0
Kerala,Kozhikode,2023,5.0,6.0,46.0,29.0
Kerala,Mallappuram,2023,2.0,14.0,31.0,24.0
Kerala,Palakkad,2023,2.0,5.0,49.0,29.0
Kerala,Pathanamthitta,2023,2.0,5.0,30.0,29.0
Kerala,Thiruvanantapuram,2023,5.0,10.0,42.0,23.0
Kerala,Thrissur,2023,4.0,10.0,73.0,37.0
Kerala,Wayanad,2023,2.0,5.0,40.0,29.0
Madhya Pradesh,Amlai,2023,12.0,14.0,67.0,24.0
Madhya Pradesh,Bhopal,2023,13.0,22.0,111.0,47.0
Madhya Pradesh,Chindwara,2023,4.0,16.0,74.0,31.0
Madhya Pradesh,Dewas,2023,20.0,15.0,99.0,41.0
Madhya Pradesh,Gwalior,2023,20.0,22.0,139.0,66.0
Madhya Pradesh,Indore,2023,13.0,38.0,107.0,43.0
Madhya Pradesh,Jabalpur,2023,8.0,24.0,103.0,40.0
Madhya Pradesh,Katni,2023,12.0,29.0,127.0,45.0
Madhya Pradesh,Maihar,2023,10.0,11.0,50.0,25.0
Madhya Pradesh,Mandideep,2023,29.0,36.0,122.0,44.0
Madhya Pradesh,Pithampur,2023,12.0,12.0,108.0,42.0
Madhya Pradesh,Ratlam,2023,17.0,32.0,100.0,40.0
Madhya Pradesh,Sagar,2023,5.0,13.0,73.0,29.0
Madhya Pradesh,Satna,2023,5.0,17.0,104.0,27.0
Madhya Pradesh,Singrauli,2023,34.0,56.0,143.0,54.0
Madhya Pradesh,Ujjain,2023,9.0,14.0,92.0,47.0
Maharashtra,Ahmednagar,2023,11.0,31.0,96.0,34.0
Maharashtra,Akola,2023,11.0,15.0,76.0,46.0
Maharashtra,Amravati,2023,12.0,15.0,79.0,38.0
Maharashtra,Aurangabad,2023,14.0,27.0,107.0,51.0
Maharashtra,Badlapur,2023,15.0,38.0,143.0,45.0
Maharashtra,Belapur,2023,3.0,23.0,81.0,30.0
Maharashtra,Bhiwandi,2023,22.0,39.0,81.0,50.0
Maharashtra,Boisar,2023,18.0,15.0,97.0,50.0
Maharashtra,Chandrapur,2023,14.0,22.0,106.0,51.0
Maharashtra,Dhule,2023,10.0,12.0,105.0,48.0
Maharashtra,Dombivali / Kalyan,2023,19.0,42.0,133.0,41.0
Maharashtra,Jalgaon,2023,11.0,21.0,88.0,48.0
Maharashtra,Jalna,2023,7.0,37.0,91.0,38.0
Maharashtra,Kolhapur,2023,9.0,24.0,80.0,30.0
Maharashtra,Latur,2023,7.0,15.0,58.0,35.0
Maharashtra,Mahad,2023,26.0,21.0,76.0,38.0
Maharashtra,Malegao,2023,7.0,11.0,105.0,36.0
Maharashtra,Mira Bhayander,2023,5.0,17.0,97.0,46.0
Maharashtra,Mumbai,2023,18.0,29.0,108.0,47.0
Maharashtra,Nagpur,2023,13.0,31.0,94.0,52.0
Maharashtra,Nanded,2023,16.0,30.0,75.0,34.0
Maharashtra,Nashik,2023,5.0,20.0,68.0,38.0
Maharashtra,Navi Mumbai,2023,19.0,49.0,106.0,59.0
Maharashtra,Parbhani,2023,20.0,17.0,87.0,39.0
Maharashtra,Pimpri Chinchwad,2023,11.0,47.0,93.0,49.0
Maharashtra,Pune,2023,40.0,54.0,99.0,52.0
Maharashtra,Sangli,2023,8.0,30.0,73.0,31.0
Maharashtra,Solapur,2023,22.0,29.0,96.0,37.0
Maharashtra,Tarapur,2023,20.0,53.0,110.0,45.0
Maharashtra,Thane,2023,21.0,29.0,112.0,34.0
Maharashtra,Ulhas Nagar,2023,17.0,42.0,137.0,59.0
Maharashtra,Vasai virar,2023,7.0,17.0,119.0,44.0
Manipur,Imphal,2023,48.0,10.0,75.0,41.0
Meghalaya,Byraihat,2023,16.0,18.0,100.0,49.0
Meghalaya,Dawki,2023,7.0,11.0,41.0,24.0
Meghalaya,Khlihriat,2023,6.0,11.0,50.0,27.0
Meghalaya,Nongstoin,2023,6.0,11.0,45.0,23.0
Meghalaya,Shillong,2023,18.0,8.0,58.0,31.0
Meghalaya,Tura,2023,3.0,7.0,45.0,21.0
Meghalaya,Umsning,2023,7.0,9.0,90.0,35.0
Mizoram,Aizwal,2023,2.0,4.0,52.0,12.0
Mizoram,Champhai,2023,2.0,5.0,29.0,11.0
Mizoram,Kolasib,2023,2.0,4.0,19.0,8.0
Mizoram,Lawngtlai,2023,2.0,5.0,47.0,11.0
Mizoram,Lunglei,2023,2.0,5.0,12.0,11.0
Mizoram,Mamit,2023,2.0,5.0,36.0,11.0
Mizoram,Siaha,2023,2.0,5.0,32.0,11.0
Mizoram,Serchhip,2023,2.0,5.0,22.0,11.0
Nagaland,Dimapur,2023,2.0,8.0,97.0,33.0
Nagaland,Kohima,2023,27.0,3.0,69.0,33.0
Odisha,Angul,2023,24.0,20.0,142.0,72.0
Odisha,Balasore,2023,7.0,11.0,106.0,61.0
Odisha,Baripada,2023,5.0,6.0,101.0,47.0
Odisha,Bhubaneshwar,2023,4.0,18.0,111.0,46.0
Odisha,Bileipada,2023,18.0,8.0,165.0,63.0
Odisha,Brajrajnagar,2023,21.0,19.0,78.0,34.0
Odisha,Cuttack,2023,7.0,23.0,129.0,55.0
Odisha,Jharsuguda,2023,9.0,14.0,112.0,55.0
Odisha,Keonjhar,2023,6.0,19.0,100.0,55.0
Odisha,Konark,2023,2.0,12.0,64.0,42.5
Odisha,Nayagarh,2023,3.0,27.0,129.0,56.0
Odisha,Paradeep,2023,15.0,11.0,90.0,44.0
Odisha,Puri,2023,2.0,13.0,98.0,26.0
Odisha,Rairangpur,2023,9.0,19.0,99.0,60.0
Odisha,Rourkela,2023,8.0,17.0,127.0,56.0
Odisha,Sambalpur,2023,8.0,25.0,111.0,44.0
Odisha,Suakati,2023,11.0,16.0,112.0,54.0
Odisha,Talcher,2023,25.0,31.0,110.0,54.0
Odisha,Tensa,2023,11.0,36.0,85.0,43.0
Pondicherry (UT),Karaikal,2023,2.0,5.0,40.0,24.0
Pondicherry (UT),Pondicherry,2023,7.0,12.0,50.0,24.0
Punjab,Amritsar,2023,15.0,25.0,117.0,59.0
Punjab,Aspal Khurd (Tapa),2023,6.0,14.0,87.0,51.0
Punjab,Barnala,2023,6.0,15.0,92.0,51.0
Punjab,Batala,2023,7.0,15.0,71.0,51.0
Punjab,Bhatinda,2023,12.0,21.0,124.0,51.0
Punjab,Changal (Sangrur),2023,5.0,13.0,85.0,51.0
Punjab,Dera Baba Nanak,2023,5.0,13.0,55.0,51.0
Punjab,Dera Bassi,2023,7.0,16.0,105.0,51.0
Punjab,Faridkot,2023,6.0,16.0,89.0,51.0
Punjab,Fatehpur (Samana),2023,5.0,13.0,85.0,51.0
Punjab,Fazilka,2023,6.0,16.0,94.0,51.0
Punjab,Mandi Gobindgarh,2023,15.0,26.0,125.0,68.0
Punjab,Gurdaspur,2023,6.0,15.0,81.0,51.0
Punjab,Guru Ki Dhab (Kotkapura),2023,6.0,14.0,79.0,51.0
Punjab,Jaito Sarja (Batala),2023,7.0,14.0,68.0,51.0
Punjab,Jalandhar,2023,10.0,21.0,116.0,52.0
Punjab,Khanna,2023,12.0,24.0,98.0,41.0
Punjab,Kharaori (Sirhind),2023,6.0,15.0,86.0,51.0
Punjab,Kotladoom (Ajnala),2023,6.0,16.0,102.0,51.0
Punjab,Ludhiana,2023,11.0,23.0,169.0,61.0
Punjab,Malerkota,2023,6.0,16.0,92.0,51.0
Punjab,Moga,2023,6.0,16.0,88.0,51.0
Punjab,Mohali,2023,6.0,15.0,100.0,51.0
Punjab,Mrar Kalan (Muktsar),2023,5.0,14.0,82.0,51.0
Punjab,Mukandpur (Nawashahar),2023,6.0,15.0,65.0,51.0
Punjab,Mureedke (Batala),2023,6.0,15.0,77.0,51.0
Punjab,Naudhrani (Malerkotla),2023,6.0,14.0,82.0,51.0
Punjab,Naya Nangal,2023,5.0,11.0,60.0,51.0
Punjab,Patiala,2023,8.0,20.0,92.0,43.0
Punjab,Poohli (Bhatinda),2023,6.0,14.0,86.0,51.0
Punjab,Qila Bharian (Sangrur),2023,6.0,14.0,85.0,51.0
Punjab,Rakhra (Patiala),2023,5.0,13.0,85.0,51.0
Punjab,Rohila (Samrala),2023,7.0,16.0,84.0,51.0
Punjab,Rupnagar,2023,5.0,21.0,142.0,50.0
Punjab,SBS nagar,2023,6.0,16.0,92.0,51.0
Punjab,Sirhind,2023,6.0,17.0,93.0,51.0
Punjab,Taran-Tarn,2023,6.0,15.0,92.0,51.0
Punjab,Tirathpur (Amritsar I),2023,7.0,15.0,104.0,51.0
Rajasthan,Ajmer,2023,14.0,23.0,101.0,46.0
Rajasthan,Alwar,2023,15.0,36.0,128.0,42.0
Rajasthan,Banswara,2023,6.0,15.0,110.0,45.0
Rajasthan,Baran,2023,6.0,16.0,111.0,52.0
Rajasthan,Barmer,2023,5.0,10.0,102.0,28.0
Rajasthan,Bharatpur,2023,8.0,32.0,168.0,65.0
Rajasthan,Bhilwara,2023,7.0,20.0,121.0,55.0
Rajasthan,Bhiwadi,2023,14.0,35.0,226.0,77.0
Rajasthan,Bikaner,2023,4.0,26.0,174.0,53.0
Rajasthan,Bundi,2023,3.0,16.0,136.0,46.0
Rajasthan,Chittorgargh,2023,8.0,22.0,114.0,55.0
Rajasthan,Churu,2023,5.0,25.0,116.0,47.0
Rajasthan,Dausa,2023,4.0,34.0,163.0,54.0
Rajasthan,Dholpur,2023,7.0,13.0,127.0,68.0
Rajasthan,Dungarpur,2023,4.0,16.0,99.0,52.0
Rajasthan,Hanumangarh,2023,6.0,20.0,211.0,81.0
Rajasthan,Jaipur,2023,9.0,32.0,143.0,55.0
Rajasthan,Jaisalmer,2023,4.0,20.0,139.0,39.0
Rajasthan,Jalore,2023,5.0,32.0,163.0,56.0
Rajasthan,Jhalawar,2023,5.0,16.0,98.0,40.0
Rajasthan,Jhunjhunu,2023,4.0,23.0,127.0,55.0
Rajasthan,Jodhpur,2023,7.0,25.0,127.0,45.0
Rajasthan,Karauli,2023,7.0,19.0,60.0,31.0
Rajasthan,Kota,2023,9.0,32.0,122.0,60.0
Rajasthan,Nagaur,2023,4.0,17.0,135.0,43.0
Rajasthan,Pali,2023,10.0,22.0,110.0,54.0
Rajasthan,Pratapgarh,2023,3.0,13.0,100.0,36.0
Rajasthan,Rajasmand,2023,3.0,11.0,93.0,38.0
Rajasthan,Sawai Madhopur,2023,9.0,16.0,108.0,45.0
Rajasthan,Sikar,2023,3.0,16.0,147.0,44.0
Rajasthan,Sirohi,2023,5.0,19.0,88.0,30.0
Rajasthan,Sri Ganganagar,2023,3.0,36.0,216.0,69.0
Rajasthan,Tonk,2023,4.0,17.0,170.0,56.0
Rajasthan,Udaipur,2023,8.0,29.0,122.0,48.0
Sikkim,Gangtok,2023,30.0,4.0,34.0,16.0
Sikkim,Mangan,2023,3.0,5.0,41.0,16.0
Sikkim,Singtam,2023,5.0,10.0,63.0,16.0
Tamilnadu,Ariyalura,2023,18.0,27.0,43.0,24.0
Tamilnadu,Chennai,2023,10.0,21.0,63.0,28.0
Tamilnadu,Coimbatore,2023,7.0,11.0,83.0,22.0
Tamilnadu,Cuddalore,2023,15.0,40.0,42.0,21.0
Tamilnadu,Dharmapuri,2023,8.0,22.0,42.0,21.0
Tamilnadu,Gummidipoondi,2023,11.0,10.0,119.0,60.0
Tamilnadu,Hosur,2023,17.0,10.0,77.0,40.0
Tamilnadu,Kanchipuram,2023,10.0,4.0,51.0,25.0
Tamilnadu,Madurai,2023,19.0,24.0,69.0,30.0
Tamilnadu,Mettur,2023,8.0,21.0,43.0,20.0
Tamilnadu,Nagercoil,2023,11.0,15.0,55.0,20.0
Tamilnadu,Ooty,2023,29.0,9.0,55.0,28.0
Tamilnadu,Palkalaiperur,2023,37.0,3.0,37.0,18.0
Tamilnadu,Perambalur,2023,10.0,14.0,34.0,13.0
Tamilnadu,Ramanathapuram,2023,9.0,3.0,43.0,17.0
Tamilnadu,Sivagangai,2023,15.0,19.0,51.0,27.0
Tamilnadu,Theni,2023,12.0,17.0,54.0,23.0
Tamilnadu,Tirupur,2023,19.0,18.0,59.0,22.0
Tamilnadu,Tiruvannamalai,2023,7.0,14.0,51.0,21.0
Tamilnadu,Tiruvarur,2023,14.0,16.0,42.0,16.0
Tamilnadu,Trichy,2023,11.0,15.0,45.0,19.0
Tamilnadu,Tuticorin,2023,9.0,14.0,56.0,16.0
Tamilnadu,Vellore,2023,22.0,10.0,76.0,41.0
Tamilnadu,Villupuram,2023,14.0,16.0,43.0,18.0
Telangana,Choutupal,2023,18.0,36.0,89.0,39.0
Telangana,Hyderabad,2023,8.0,16.0,86.0,38.0
Telangana,Sangareddy,2023,11.0,32.0,84.0,41.0
Tripura,Agartala,2023,28.0,12.0,117.0,76.0
Uttar Pradesh,Allahabad,2023,21.0,17.0,123.0,42.0
Uttar Pradesh,Baghpat,2023,19.0,29.0,160.0,79.0
Uttar Pradesh,Bareilly,2023,21.0,25.0,85.0,35.0
Uttar Pradesh,Bulandshahr,2023,15.0,34.0,132.0,58.0
Uttar Pradesh,Firozabad,2023,12.0,22.0,109.0,39.0
Uttar Pradesh,Gajroula,2023,22.0,23.0,170.0,66.0
Uttar Pradesh,Ghaziabad,2023,14.0,46.0,176.0,72.0
Uttar Pradesh,Gorakhpur,2023,37.0,5.0,115.0,48.0
Uttar Pradesh,Greater Noida,2023,13.0,50.0,228.0,88.0
Uttar Pradesh,Hapur,2023,23.0,27.0,127.0,63.0
Uttar Pradesh,Jhansi,2023,22.0,21.0,99.0,37.0
Uttar Pradesh,Kanpur,2023,13.0,42.0,128.0,49.0
Uttar Pradesh,Khurja,2023,36.0,23.0,118.0,59.0
Uttar Pradesh,Lucknow,2023,10.0,25.0,141.0,56.0
Uttar Pradesh,Mathura,2023,12.0,28.0,168.0,66.0
Uttar Pradesh,Meerut,2023,11.0,32.0,166.0,81.0
Uttar Pradesh,Moradabad,2023,20.0,16.0,111.0,50.0
Uttar Pradesh,Muzaffarnagar,2023,16.0,29.0,159.0,83.0
Uttar Pradesh,Noida,2023,16.0,53.0,183.0,81.0
Uttar Pradesh,Raibareli,2023,6.0,12.0,93.0,66.0
Uttar Pradesh,Unnao,2023,7.0,26.0,118.0,66.0
Uttar Pradesh,Varanasi,2023,22.0,19.0,79.0,27.0
Uttar Pradesh,Vrindavan,2023,28.0,5.0,120.0,34.0
Uttarakhand,Dehradun,2023,5.0,7.0,105.0,48.0
Uttarakhand,Kashipur,2023,6.0,23.0,97.0,40.0
Uttarakhand,Rishikesh,2023,8.0,11.0,77.0,37.0
West Bengal,Amtala,2023,4.0,28.0,83.0,41.0
West Bengal,Asansol+Raniganj,2023,11.0,29.0,115.0,60.0
West Bengal,Baharampur,2023,3.0,19.0,70.0,39.0
West Bengal,Balurghat,2023,3.0,19.0,70.0,42.0
West Bengal,Bankura,2023,2.0,14.0,66.0,41.0
West Bengal,Bansberia (Tribeni),2023,3.0,22.0,75.0,44.0
West Bengal,Barasat,2023,5.0,24.0,79.0,47.0
West Bengal,Bardhaman,2023,3.0,14.0,67.0,40.0
West Bengal,Barrckpore,2023,4.0,23.0,81.0,48.0
West Bengal,Baruipur,2023,4.0,29.0,83.0,40.0
West Bengal,Birpara,2023,3.0,19.0,69.0,41.0
West Bengal,Bolpur,2023,2.0,12.0,63.0,37.0
West Bengal,Chinsura,2023,3.0,21.0,73.0,43.0
West Bengal,Coochbihar,2023,2.0,17.0,66.0,37.0
West Bengal,Dankuni,2023,4.0,23.0,77.0,46.0
West Bengal,Darjeeling,2023,2.0,12.0,52.0,28.0
West Bengal,Durgapur,2023,19.0,28.0,110.0,52.0
West Bengal,English Bazaar/Malda,2023,3.0,20.0,72.0,43.0
West Bengal,Ghatal,2023,3.0,19.0,68.0,40.0
West Bengal,Haldia,2023,13.0,19.0,86.0,37.0
West Bengal,Howrah,2023,8.0,30.0,115.0,58.0
West Bengal,Jaigaon,2023,4.0,22.0,76.0,45.0
West Bengal,Jalpaiguri,2023,3.0,19.0,68.0,40.0
West Bengal,Jhargram,2023,3.0,20.0,73.0,43.0
West Bengal,Kalimpong,2023,2.0,12.0,52.0,28.0
West Bengal,Kalyani,2023,3.0,21.0,73.0,42.0
West Bengal,Kharagpur,2023,6.0,25.0,86.0,52.0
West Bengal,Kolkata,2023,8.0,26.0,94.0,48.0
West Bengal,Krishnanagar,2023,3.0,19.0,69.0,40.0
West Bengal,Madhyamgram,2023,4.0,23.0,75.0,46.0
West Bengal,Makhrapara /Alipurduar,2023,3.0,17.0,65.0,37.0
West Bengal,Medinipur,2023,3.0,22.0,75.0,44.0
West Bengal,Purulia,2023,2.0,12.0,63.0,37.0
West Bengal,Raigunj,2023,3.0,20.0,72.0,40.0
West Bengal,Rampurhat,2023,2.0,13.0,66.0,40.0
West Bengal,Ranaghat,2023,3.0,20.0,72.0,41.0
West Bengal,Rishra,2023,4.0,24.0,80.0,48.0
West Bengal,Sankrail,2023,6.0,33.0,105.0,53.0
West Bengal,Siliguri,2023,7.0,26.0,80.0,40.0
West Bengal,Suri,2023,2.0,13.0,66.0,39.0
West Bengal,Tamluk,2023,4.0,23.0,77.0,46.0
West Bengal,Uluberia,2023,6.0,33.0,102.0,51.0
West Bengal,Uttarpara,2023,3.0,20.0,70.0,40.0
